gene,assigned_count,unassigned_count,total_qv_gene_count,unassigned_fraction
TRIM62,9800,1636,11436,0.14305701294158796
BEND7,11041,1632,12673,0.12877771640495542
ALKBH1,7679,1632,9311,0.17527655461282354
ZNF519,15767,1632,17399,0.0937984941663314
PCDHB4,8921,1631,10552,0.15456785443517818
KLHL28,9567,1631,11198,0.14565100910876944
QPCTL,12094,1631,13725,0.11883424408014572
ATP6V0A4,10430,1630,12060,0.1351575456053068
PAXX,8652,1630,10282,0.1585294689749076
MCRIP2,16206,1630,17836,0.09138820363310159
MXRA5,3143,1629,4772,0.34136630343671415
EID2B,8423,1627,10050,0.1618905472636816
PSMC3IP,9176,1627,10803,0.15060631306118671
HMGA2,24441,1626,26067,0.06237771895500058
TRAF1,12739,1626,14365,0.11319178558997564
TBKBP1,7088,1626,8714,0.1865962818453064
CHIC1,8058,1626,9684,0.16790582403965304
RHBDD3,13294,1626,14920,0.10898123324396783
CRABP1,6184,1624,7808,0.20799180327868852
FRMD3,6073,1622,7695,0.21078622482131254
POLR2J3,33040,1622,34662,0.046794760833189085
RAD54B,13761,1622,15383,0.10544107131248781
MSX2,6205,1621,7826,0.20713007922310248
ARID3A,8199,1621,9820,0.16507128309572303
LPCAT4,7380,1621,9001,0.18009110098877903
ZNF546,9744,1620,11364,0.14255543822597677
SMPD1,7463,1620,9083,0.1783551689970274
BHLHE22,2920,1614,4534,0.35597706219673575
PRKAB2,8538,1614,10152,0.15898345153664303
CD2,6195,1613,7808,0.2065829918032787
HGF,6607,1613,8220,0.1962287104622871
CHST10,8826,1611,10437,0.15435469962632942
ARHGEF3,6095,1611,7706,0.20905787697897743
ZNF77,9204,1610,10814,0.148881080081376
FCGR1A,12567,1610,14177,0.11356422374268181
PEAR1,6198,1609,7807,0.20609709235301651
ROBO1,4081,1608,5689,0.2826507294779399
LRATD1,6722,1608,8330,0.19303721488595438
ADAMTSL2,6055,1608,7663,0.2098394884509983
GAB2,2505,1608,4113,0.39095550692924874
PTHLH,18663,1607,20270,0.07927972372964973
FASTK,9386,1607,10993,0.14618393523151096
CNN1,5363,1606,6969,0.23044913186970872
MPV17L2,5817,1606,7423,0.21635457362252458
TNFSF8,9843,1604,11447,0.1401240499694243
PLA2G4A,7913,1604,9517,0.1685405064621204
CACNA1D,16480,1603,18083,0.08864679533263287
EPHA1,10156,1603,11759,0.13632111574113445
NFAM1,5652,1603,7255,0.22095106822880772
GPR176,5512,1600,7112,0.2249718785151856
SLC7A7,5737,1599,7336,0.21796619411123228
ZNF586,14233,1597,15830,0.10088439671509791
RASGRF2,7104,1597,8701,0.18354212159521893
DCBLD2,6268,1597,7865,0.20305149396058486
SCARA3,5936,1597,7533,0.21200053099694677
ANO8,14764,1596,16360,0.09755501222493887
SLC4A8,13291,1596,14887,0.10720763081883522
HEY2,8238,1595,9833,0.16220888843689615
PCDHB2,7138,1595,8733,0.1826405587999542
NR5A2,8813,1595,10408,0.15324750192159878
OSGEPL1,6803,1595,8398,0.18992617289830913
ARMC10,11844,1594,13438,0.11861884208959667
ISG15,3635,1593,5228,0.3047054322876817
WNT11,4632,1592,6224,0.25578406169665807
TOX3,9634,1592,11226,0.14181364689114556
PANX1,6348,1592,7940,0.2005037783375315
C12orf29,17609,1591,19200,0.08286458333333334
EXO5,6236,1590,7826,0.20316892409915666
CBLC,7934,1588,9522,0.16677168662045788
BEND6,8872,1588,10460,0.15181644359464627
DHX58,7592,1587,9179,0.17289465083342412
TIMM13,5046,1587,6633,0.2392582541836273
HAVCR2,4546,1587,6133,0.25876406326430784
RAD51,11500,1586,13086,0.12119822711294513
UQCRFS1,5587,1585,7172,0.2209983268265477
HELB,12213,1584,13797,0.11480756686236138
VSIG2,8887,1584,10471,0.1512749498615223
MELTF,14462,1584,16046,0.09871619095101583
WDR5B,8679,1584,10263,0.15434083601286175
PRDM8,8328,1582,9910,0.15963673057517658
ZNF579,6722,1580,8302,0.1903155866056372
TRIM45,11430,1580,13010,0.12144504227517294
MS4A2,5805,1579,7384,0.21384073672806067
ZNF502,7763,1578,9341,0.16893266245583985
NUBP1,6527,1578,8105,0.194694632942628
PDCD1LG2,3471,1577,5048,0.31240095087163233
LRP3,2770,1577,4347,0.3627789279963193
ZSWIM4,7857,1577,9434,0.1671613313546746
DNAJC6,6667,1576,8243,0.19119252699259978
VKORC1,5271,1576,6847,0.23017379874397548
NR2C1,8396,1575,9971,0.15795807842743959
MACROD2,29158,1574,30732,0.05121697253676949
STMN2,8206,1572,9778,0.16076907343014932
ARHGEF17,6369,1571,7940,0.19785894206549118
C16orf89,3800,1569,5369,0.2922331905382753
IL17D,6075,1568,7643,0.20515504383095642
PGAP1,7340,1568,8908,0.1760215536596318
MPP3,12326,1567,13893,0.11279061397826244
ASS1,6071,1567,7638,0.20515841843414506
TAGAP,5749,1566,7315,0.21408065618591934
CAD,10670,1566,12236,0.12798300098071266
RRAS2,10400,1565,11965,0.13079816130380276
KALRN,13663,1565,15228,0.1027712109272393
TMEM100,8768,1564,10332,0.151374370886566
IKBKE,10038,1563,11601,0.13472976467545902
ANKRD18B,14712,1562,16274,0.09598131989676785
TRPV2,5328,1560,6888,0.2264808362369338
ZNF205,8309,1560,9869,0.15807072651737764
SNCA,14987,1559,16546,0.09422216849993956
PABPC4L,5360,1559,6919,0.22532157826275473
H3C8,14452,1559,16011,0.09737055774155268
ATAD5,15036,1557,16593,0.09383474959320195
SMIM13,6565,1557,8122,0.19170155134203398
RIF1,6248,1556,7804,0.19938493080471553
ZNF234,9508,1555,11063,0.1405586188194884
FBXL22,9116,1553,10669,0.14556190833255225
SPOCD1,17541,1553,19094,0.08133445061275793
PKIA,8512,1553,10065,0.1542970690511674
IVL,3815,1552,5367,0.28917458542947644
BRSK1,8400,1552,9952,0.15594855305466238
KCNC4,10002,1551,11553,0.13425084393663983
PIFO,11607,1551,13158,0.11787505699954401
FAM120C,6010,1550,7560,0.20502645502645503
PNPLA7,19931,1550,21481,0.07215678972114892
SLC25A45,8734,1549,10283,0.1506369736458232
ABCD1,8940,1549,10489,0.14767852035465726
ZNF83,30114,1549,31663,0.04892145406310204
DOK6,5519,1549,7068,0.21915676287492925
CASS4,17052,1548,18600,0.0832258064516129
MTERF2,11735,1548,13283,0.11653993826695777
CBX3,5436,1546,6982,0.22142652535090232
ZNF737,11468,1545,13013,0.1187274264197341
ADAM22,10562,1545,12107,0.12761212521681672
DMD,14351,1544,15895,0.09713746461151306
OPLAH,12493,1544,14037,0.1099950131794543
ELF5,19074,1543,20617,0.07484115050686327
HSPA4L,9008,1543,10551,0.146242062363757
TPRA1,12618,1543,14161,0.1089612315514441
FAM124A,9725,1543,11268,0.13693645722399717
PTGS2,6944,1543,8487,0.18180747024861552
POLR2J2,31344,1540,32884,0.046831285731662814
TMEM156,11179,1540,12719,0.12107870115575124
TUBB2B,11354,1540,12894,0.11943539630836048
MIX23,9622,1539,11161,0.13789086999372815
KCNK1,8885,1538,10423,0.1475582845629857
PLA2G6,16440,1537,17977,0.08549813650775992
FBXO48,10142,1537,11679,0.1316037331963353
WRAP53,8998,1537,10535,0.14589463692453725
HNF4G,9360,1536,10896,0.14096916299559473
ADAMTSL5,8831,1534,10365,0.14799807042932947
CCDC61,9604,1533,11137,0.1376492771841609
NCAM2,7591,1533,9124,0.16801841297676456
APBA1,5876,1532,7408,0.2068034557235421
HDX,7468,1532,9000,0.17022222222222222
CCDC121,9238,1531,10769,0.14216733215711766
ARMCX4,6025,1531,7556,0.20262043409211222
LRRC31,11748,1531,13279,0.11529482641765193
C3orf18,7599,1531,9130,0.16768893756845565
DNASE1,25847,1530,27377,0.05588632793951127
ZNF23,17383,1530,18913,0.08089673769364987
EBF2,4559,1529,6088,0.25114980289093297
ZNF710,6174,1529,7703,0.19849409321043748
TMEM8B,10725,1529,12254,0.12477558348294435
SDR16C5,9906,1527,11433,0.13356074521123065
MST1R,19022,1527,20549,0.07431018541048226
SGPP1,5246,1527,6773,0.22545400856341355
TRIM6,12596,1526,14122,0.10805834867582495
EID3,10437,1525,11962,0.12748704230061864
ANKRD9,11045,1525,12570,0.12132060461416071
MFSD3,8136,1524,9660,0.1577639751552795
EXOG,10287,1523,11810,0.12895850973751058
PTGS1,5076,1523,6599,0.2307925443248977
PAK3,3602,1522,5124,0.2970335675253708
GCOM1,22325,1522,23847,0.06382354174529291
PCDHGA6,11126,1521,12647,0.12026567565430536
POPDC2,10629,1520,12149,0.1251131780393448
CCDC74B,34340,1520,35860,0.042387060791968766
MATCAP1,17835,1519,19354,0.07848506768626641
PRKCB,6078,1519,7597,0.19994734763722521
NDUFAF2,4634,1519,6153,0.24687144482366324
MEIS3,17466,1518,18984,0.07996207332490518
PYHIN1,11302,1518,12820,0.11840873634945398
NUDT14,7365,1517,8882,0.1707948660211664
ZNF33B,7342,1516,8858,0.1711447279295552
PPP1R3C,7297,1516,8813,0.17201860887325543
UQCC3,7931,1515,9446,0.16038534829557485
SDHAF3,6718,1515,8233,0.18401554718814528
IDS,11596,1515,13111,0.11555182671039585
KLK5,7212,1514,8726,0.17350446940178776
ZNF211,8038,1514,9552,0.15850083752093802
TGFA,8839,1511,10350,0.14599033816425122
STK11IP,9889,1511,11400,0.1325438596491228
SARDH,8372,1510,9882,0.15280307630034407
PPM1M,4752,1509,6261,0.24101581217057977
ZNF334,9123,1509,10632,0.14193002257336343
LILRB5,5332,1509,6841,0.2205817862885543
ATP7B,10001,1508,11509,0.13102789121557043
PIK3C2G,13661,1508,15169,0.09941327707825169
DZANK1,13003,1506,14509,0.1037976428423737
GSDME,4023,1505,5528,0.27225036179450074
PHGDH,5430,1504,6934,0.2169022209402942
UBE2S,5822,1504,7326,0.2052962052962053
SLC35F2,7760,1504,9264,0.16234887737478412
LCA5L,8260,1504,9764,0.15403523146251535
TLR8,7458,1503,8961,0.1677268162035487
IL20,13290,1503,14793,0.10160210910565808
HACL1,7922,1502,9424,0.15938030560271646
SMPDL3B,8032,1501,9533,0.15745305779922375
DNAI7,12261,1500,13761,0.10900370612600828
HSPA1L,6768,1500,8268,0.18142235123367198
MOXD1,8028,1500,9528,0.1574307304785894
FUT2,11398,1499,12897,0.11622858028998992
RUNX3,6870,1499,8369,0.17911339467080895
INKA2,10118,1499,11617,0.1290350348627012
NXPH3,6891,1499,8390,0.17866507747318236
CCDC9B,14862,1498,16360,0.09156479217603912
ZNF860,8180,1497,9677,0.15469670352381937
SOX10,9554,1496,11050,0.13538461538461538
CD1E,6249,1495,7744,0.19305268595041322
YDJC,5547,1495,7042,0.21229764271513774
ZNF335,10023,1494,11517,0.12972128158374577
FTCDNL1,14462,1494,15956,0.09363248934570068
SH3RF3,4388,1494,5882,0.25399523971438287
C2CD6,5967,1493,7460,0.20013404825737266
CEP152,14299,1493,15792,0.09454154002026342
WDCP,8431,1493,9924,0.15044336960902863
SLC12A8,6994,1492,8486,0.1758189959934009
NQO2,6850,1491,8341,0.1787555448986932
HFM1,11175,1491,12666,0.1177167219327333
IGHG4,1437,1490,2927,0.509053638537752
C2orf88,5220,1490,6710,0.22205663189269748
KATNB1,5787,1489,7276,0.20464540956569544
DOK2,2843,1489,4332,0.34372114496768236
WIPF3,9835,1489,11324,0.13149063935005298
TBC1D8B,9340,1488,10828,0.1374214998152937
CD300A,6214,1487,7701,0.1930918062589274
PHETA2,4816,1486,6302,0.23579815931450332
ATP6V0D1,5525,1486,7011,0.2119526458422479
C5orf34,9544,1486,11030,0.13472348141432458
HSD11B2,7902,1485,9387,0.15819750719079578
MICA,7078,1485,8563,0.17342053018801823
LIF,10266,1485,11751,0.12637222364054124
MRGBP,5581,1484,7065,0.21004953998584572
MYRFL,21980,1484,23464,0.06324582338902147
FMN2,9340,1484,10824,0.13710273466371029
USF1,6604,1484,8088,0.1834817012858556
CYS1,5484,1483,6967,0.2128606286780537
ZNF799,8564,1482,10046,0.14752140155285687
G2E3,6183,1481,7664,0.19324112734864302
ZNF678,7033,1480,8513,0.1738517561376718
TMEM158,4526,1480,6006,0.24642024642024643
ZNF239,8376,1480,9856,0.15016233766233766
ZBTB3,7309,1479,8788,0.16829767865270823
SLC38A9,8317,1479,9796,0.15097999183340138
PCDHGA5,8200,1479,9679,0.15280504184316562
SUV39H1,6269,1479,7748,0.19088797108931338
FMC1,3733,1477,5210,0.2834932821497121
GRK3,4219,1477,5696,0.2593047752808989
ADAM19,4315,1477,5792,0.25500690607734805
OLR1,7160,1477,8637,0.17100845200879936
ZG16B,8887,1476,10363,0.14242979832094954
MED31,9872,1475,11347,0.1299903058077025
LENG9,5746,1475,7221,0.2042653372109126
SPC25,10544,1475,12019,0.12272235626924037
ITGB3,10434,1474,11908,0.12378233120591199
SCN9A,7943,1474,9417,0.15652543272804503
ANKS6,5501,1473,6974,0.21121307714367651
XRCC2,15890,1471,17361,0.08473014227291055
CADM3,5283,1470,6753,0.2176810306530431
SLC12A4,8633,1470,10103,0.14550133623676137
ADCYAP1,6605,1470,8075,0.18204334365325078
ADAMDEC1,2553,1469,4022,0.36524117354549973
AGPAT4,6241,1469,7710,0.19053177691309986
NSD3,5849,1467,7316,0.2005194095133953
ZNF829,8517,1467,9984,0.14693509615384615
SF3B5,3568,1467,5035,0.2913604766633565
ARHGAP9,7022,1466,8488,0.17271442035815268
DYNC1I1,6518,1466,7984,0.18361723446893788
TRAM1L1,10218,1465,11683,0.12539587434734228
TTC21A,12816,1464,14280,0.10252100840336134
ZFP69B,7482,1464,8946,0.1636485580147552
SMC2,5453,1464,6917,0.211652450484314
PIEZO2,6607,1463,8070,0.18128872366790583
AMMECR1L,6407,1463,7870,0.18589580686149937
PCNX3,7989,1462,9451,0.15469262511903503
CLTRN,9804,1461,11265,0.12969374167776299
ZNF497,11930,1461,13391,0.10910312896721679
SH2B3,4050,1461,5511,0.26510615133369625
TMEM140,4636,1461,6097,0.23962604559619485
HRH1,4402,1460,5862,0.2490617536676902
LRFN4,6522,1458,7980,0.18270676691729323
INO80C,6208,1458,7666,0.1901904513435951
PSRC1,9373,1458,10831,0.1346136090850337
INPP5K,5039,1457,6496,0.22429187192118227
GPC4,4837,1457,6294,0.23149030823006037
RNF145,5836,1457,7293,0.19978061154531743
TANGO6,9421,1457,10878,0.13394006251149107
TP53I3,4275,1456,5731,0.2540568836154249
NICN1,12033,1456,13489,0.10793980280228334
NAT10,6053,1455,7508,0.1937932871603623
MALL,4267,1455,5722,0.2542817196784341
PABPC5,4801,1454,6255,0.23245403677058354
PDSS1,10182,1454,11636,0.1249570299071846
SLC16A14,5773,1453,7226,0.2010794353722668
CFAP43,14984,1453,16437,0.08839812617874308
PTPN22,7887,1453,9340,0.1555674518201285
SERPINB8,9554,1453,11007,0.13200690469701098
LRRC75B,7976,1452,9428,0.1540093338990242
TDRD5,11865,1452,13317,0.10903356611849516
TMEM125,6188,1450,7638,0.18984027232259754
USP30,6082,1450,7532,0.19251194901752522
MIEF2,9835,1450,11285,0.1284891448825875
C4orf36,7941,1450,9391,0.1544031519539985
FAM241B,7877,1449,9326,0.1553720780613339
MYCL,9425,1449,10874,0.13325363251793268
DAPL1,5666,1449,7115,0.20365425158116654
SRPK3,8835,1447,10282,0.14073137521882903
ZNF836,5990,1446,7436,0.19445938676707908
FAM24B,8038,1446,9484,0.15246731336988611
ABHD6,5596,1442,7038,0.20488775220233021
MCM9,7813,1442,9255,0.1558076715289033
SHISA2,7073,1441,8514,0.16925064599483206
PTX3,5759,1440,7199,0.2000277816363384
FRMD4A,11074,1440,12514,0.11507112034521336
NOG,20454,1440,21894,0.06577144423129624
TRNP1,8813,1438,10251,0.1402789971710077
MARCHF1,8264,1437,9701,0.14812905885991134
COL8A1,2526,1436,3962,0.3624432104997476
BCL7C,5075,1436,6511,0.2205498387344494
DKK2,4347,1435,5782,0.24818401937046006
SPA17,8512,1434,9946,0.14417856424693343
PHETA1,6096,1434,7530,0.1904382470119522
CSRNP3,6043,1433,7476,0.19168004280363832
NCF1,14963,1433,16396,0.08739936569895096
SMARCAD1,6606,1433,8039,0.1782560019902973
COG8,10375,1432,11807,0.12128398407724231
COL7A1,12426,1430,13856,0.10320438799076212
ZNF419,9957,1430,11387,0.12558180381136383
CCL2,2036,1429,3465,0.4124098124098124
COX8A,4109,1429,5538,0.2580353918382087
SH3TC1,9346,1429,10775,0.13262180974477958
GLIPR1L2,12974,1429,14403,0.09921544122752204
BCAM,7104,1429,8533,0.16746747919840618
NCOA7,3800,1429,5229,0.2732836106330082
ZNF230,8323,1428,9751,0.1464465183058148
ADRA2A,6617,1428,8045,0.17750155376009943
ZNF169,14123,1427,15550,0.0917684887459807
PRH1,12858,1427,14285,0.09989499474973748
QTRT1,10082,1426,11508,0.12391379909628085
TTC26,13792,1426,15218,0.093704823235642
CECR2,11615,1426,13041,0.10934744268077601
RAD17,5412,1425,6837,0.20842474769635805
DCAF8,17565,1423,18988,0.07494206867495261
CHIT1,3139,1423,4562,0.311924594476107
MISP,7454,1423,8877,0.16030190379632758
THEMIS,10165,1423,11588,0.12279944770452192
PI15,9705,1420,11125,0.12764044943820224
KBTBD7,7806,1419,9225,0.1538211382113821
USP17L8,9356,1418,10774,0.1316131427510674
CEP131,7335,1418,8753,0.1620015994516166
ZNF382,8453,1418,9871,0.14365312531658395
LHX6,6983,1418,8401,0.16878942982978218
MDGA1,3440,1418,4858,0.291889666529436
ATP6V1E2,7663,1417,9080,0.15605726872246697
ADAMTS4,10619,1416,12035,0.11765683423348566
WAS,4555,1416,5971,0.23714620666555017
ZNF540,9521,1416,10937,0.12946877571546128
LRRC25,5237,1415,6652,0.21271797955502106
PLEK2,6620,1415,8035,0.1761045426260112
NHS,5519,1415,6934,0.20406691664263052
CENPV,6384,1415,7799,0.18143351711757918
KCNAB1,6241,1414,7655,0.18471587197909864
MUSTN1,6283,1414,7697,0.1837079381577238
ELOVL7,7506,1414,8920,0.1585201793721973
LEKR1,20176,1413,21589,0.06544999768400574
CDC25B,5992,1413,7405,0.19081701553004726
ZNF771,14912,1412,16324,0.08649840725312423
NRXN1,16800,1412,18212,0.07753129804524489
CCDC96,5840,1412,7252,0.1947049089906233
CORO2B,3536,1411,4947,0.2852233676975945
PARPBP,11511,1410,12921,0.10912468075226375
COL9A2,7101,1409,8510,0.16556991774383079
H2BC26,15407,1408,16815,0.08373476063038954
MYRIP,3753,1408,5161,0.27281534586320483
PARVG,8743,1408,10151,0.13870554625160084
CENPI,9507,1407,10914,0.12891698735568993
ABCG2,7078,1406,8484,0.16572371522866572
LY6E,3942,1406,5348,0.2629020194465221
TMED1,5248,1406,6654,0.2113014727983168
IQCC,6919,1405,8324,0.16878904372897646
SDCBP2,6894,1405,8299,0.16929750572358115
TCF19,6607,1405,8012,0.17536195706440338
TAF11L12,10108,1405,11513,0.12203595935029966
USP43,14211,1404,15615,0.08991354466858789
CYCS,10195,1404,11599,0.12104491766531597
ANKRD22,7871,1404,9275,0.15137466307277628
AVPI1,4596,1404,6000,0.234
PXMP4,7876,1404,9280,0.15129310344827587
FOXO3,8159,1403,9562,0.14672662622882243
HOXB5,15540,1403,16943,0.08280705896240335
ZBTB14,5999,1402,7401,0.1894338602891501
SMIM38,17528,1402,18930,0.0740623349181194
LRP11,23008,1402,24410,0.057435477263416634
DLX4,12853,1400,14253,0.09822493510138217
CCSER1,10073,1400,11473,0.12202562538133008
KIF2C,7037,1400,8437,0.16593575915609815
GPATCH2,6795,1399,8194,0.1707346839150598
ZNF133,6436,1399,7835,0.17855775366943202
DMGDH,8322,1397,9719,0.14373906780532977
SLC10A3,4709,1396,6105,0.22866502866502866
IFRD1,24038,1396,25434,0.0548871589211292
HOXD4,8355,1393,9748,0.14290110791957325
HSH2D,6743,1393,8136,0.17121435594886922
SEMA6A,6281,1392,7673,0.18141535253486252
PRR3,6693,1392,8085,0.17217068645640074
RAPGEF4,5911,1391,7302,0.19049575458778417
PIGQ,8296,1391,9687,0.14359450810364405
TSLP,8061,1390,9451,0.14707438366310444
SLC30A8,9573,1389,10962,0.1267104542966612
ZNF793,13965,1388,15353,0.0904057838858855
ADCYAP1R1,4032,1388,5420,0.25608856088560883
B9D1,8013,1387,9400,0.1475531914893617
CARD19,5307,1386,6693,0.20708202599731063
S1PR5,5242,1386,6628,0.20911285455642728
AOC3,3418,1385,4803,0.2883614407661878
IL18BP,7634,1384,9018,0.15347083610556664
PABIR3,15265,1384,16649,0.08312811580275091
IMPDH1,9899,1384,11283,0.12266241247895063
PLAC8,11129,1383,12512,0.1105338874680307
CCDC158,13124,1380,14504,0.095146166574738
STARD8,3688,1380,5068,0.27229676400947117
BCL6B,5507,1380,6887,0.20037752286917382
CNIH3,3788,1379,5167,0.26688600735436424
GDF10,3271,1379,4650,0.29655913978494625
BATF,4528,1378,5906,0.2333220453775821
PIGW,8190,1378,9568,0.14402173913043478
RGS14,6357,1378,7735,0.1781512605042017
NAPB,8870,1377,10247,0.1343807943788426
RASGRP1,6565,1377,7942,0.17338201964240746
FHOD3,9025,1377,10402,0.1323783887713901
DHODH,6563,1375,7938,0.17321743512219703
LRRC8E,8043,1375,9418,0.14599702696963263
LRRC49,8297,1374,9671,0.142074242580912
ANKDD1A,15936,1374,17310,0.07937608318890814
MSC,3442,1374,4816,0.28529900332225916
FAM199X,6125,1373,7498,0.18311549746599093
PLEKHG2,7624,1372,8996,0.15251222765673633
HNRNPR,4304,1371,5675,0.24158590308370045
SCAMP5,9430,1371,10801,0.12693269141746136
NANP,6821,1371,8192,0.1673583984375
C8orf48,7059,1371,8430,0.16263345195729537
SWSAP1,9254,1371,10625,0.12903529411764705
TICRR,9323,1370,10693,0.12812120078556063
XRCC4,8452,1369,9821,0.1393951736075756
NTRK2,7526,1368,8894,0.15381155835394647
CD200R1,8337,1367,9704,0.1408697444352844
SASH3,3568,1367,4935,0.27700101317122594
C3orf70,6592,1367,7959,0.1717552456338736
KIF26B,3618,1366,4984,0.27407704654895665
TRIM39,6594,1366,7960,0.17160804020100504
ZSCAN18,8497,1366,9863,0.13849741457974246
GGT6,7287,1365,8652,0.15776699029126215
MTX1,5783,1365,7148,0.19096250699496362
ARHGAP11A,5611,1364,6975,0.19555555555555557
EFNA4,8476,1362,9838,0.13844277292132548
BAALC,5066,1362,6428,0.2118855009334163
NT5M,6207,1361,7568,0.17983615221987315
CLEC4F,18254,1361,19615,0.06938567422890644
ICA1L,6700,1360,8060,0.1687344913151365
RBM4,20441,1360,21801,0.0623824595202055
SPANXN2,18008,1360,19368,0.07021891780256093
TRPC6,6340,1360,7700,0.17662337662337663
PABPC4,7541,1358,8899,0.15260141588942577
CFAP298,24266,1358,25624,0.05299719013424914
SPAG1,13788,1357,15145,0.08960052822713767
NAALADL1,4800,1357,6157,0.22039954523306804
RTN4IP1,8358,1356,9714,0.13959234095120446
PROSER3,8260,1356,9616,0.14101497504159735
SLC1A3,5433,1355,6788,0.1996169711255156
APOC1,2291,1355,3646,0.3716401535929786
TMEM44,6495,1354,7849,0.17250605172633457
INAVA,8178,1354,9532,0.14204783885858163
SRGAP3,9085,1353,10438,0.12962253305230886
RAD51B,12354,1353,13707,0.09870868899102649
NPAS2,6531,1351,7882,0.1714031971580817
TTK,9600,1351,10951,0.12336772897452288
ACAP1,9646,1350,10996,0.12277191706074936
PEX11G,8381,1350,9731,0.13873188778131743
ZBTB22,5514,1350,6864,0.19667832167832167
HEPACAM2,12476,1350,13826,0.09764212353536815
N4BP2,10964,1349,12313,0.1095590026800942
GAPT,4949,1349,6298,0.21419498253413782
PWWP3B,7126,1348,8474,0.15907481708756196
LYSMD4,10848,1347,12195,0.11045510455104551
INTS9,7891,1346,9237,0.1457183068095702
USP18,5436,1344,6780,0.19823008849557522
ENOX1,4242,1344,5586,0.24060150375939848
LARGE1,7204,1344,8548,0.15722976134768366
NAV3,7122,1343,8465,0.15865327820437095
U2AF1,37945,1343,39288,0.034183465689268985
ZNF66,12052,1343,13395,0.10026129152668907
COMMD5,6499,1342,7841,0.17115163882157888
SLC17A9,13144,1342,14486,0.09264117078558608
SLC25A33,5775,1342,7117,0.18856259659969088
HGD,6889,1342,8231,0.16304215769651317
SRCIN1,10280,1342,11622,0.11547065909482017
RNF165,15235,1340,16575,0.08084464555052791
KRT13,4286,1339,5625,0.23804444444444445
MNS1,7251,1339,8590,0.1558789289871944
FA2H,9274,1338,10612,0.1260836788541274
ZC3HC1,5844,1337,7181,0.18618576799888595
HACD1,8278,1337,9615,0.1390535621424857
TMEM182,10298,1337,11635,0.11491190373871939
REXO4,6223,1335,7558,0.17663403016671078
RFLNB,3528,1334,4862,0.274372686137392
ESCO2,7606,1334,8940,0.14921700223713646
C7orf31,6818,1332,8150,0.1634355828220859
TUB,3864,1331,5195,0.25620789220404233
PNMA8A,5221,1330,6551,0.20302243932224087
LMBR1L,7970,1328,9298,0.14282641428264142
CLVS2,8716,1327,10043,0.13213183311759436
RNF122,6237,1327,7564,0.1754362771020624
EMC6,5579,1327,6906,0.1921517520996235
CCL13,6701,1326,8027,0.16519247539554005
LRRC34,11906,1325,13231,0.10014360214647419
DOK7,9438,1324,10762,0.12302545995168185
RAB24,22845,1324,24169,0.054780917704497493
HMMR,7153,1324,8477,0.1561873304234989
LYPD6,5513,1324,6837,0.19365218663156356
PDXP,5174,1323,6497,0.20363244574418962
PADI2,7591,1323,8914,0.14841821853264528
TLL1,7447,1323,8770,0.1508551881413911
SEC61G,5402,1322,6724,0.19660916121356337
CCDC102A,4362,1322,5684,0.2325826882477129
B4GALT6,8091,1322,9413,0.1404440667162435
PVRIG,22269,1322,23591,0.05603831969818999
DRD5,16251,1321,17572,0.07517641702708855
CHST2,5113,1321,6434,0.2053155113459745
THRB,3615,1320,4935,0.2674772036474164
CYFIP2,5644,1319,6963,0.18942984345827948
IFNG,17897,1318,19215,0.06859224564142596
ZNF391,5539,1318,6857,0.1922123377570366
FCHSD1,10585,1317,11902,0.11065367165182323
C12orf76,7580,1317,8897,0.14802742497471058
BANK1,11328,1316,12644,0.10408098702942106
MYOC,4832,1316,6148,0.21405335068314899
UBTD1,3211,1316,4527,0.2907002429865253
EPHB6,3750,1315,5065,0.2596248766041461
PTDSS2,6575,1315,7890,0.16666666666666666
NUDT12,6653,1315,7968,0.165035140562249
EGLN3,11599,1315,12914,0.1018274740591606
PLEKHG6,6860,1314,8174,0.16075360900415953
CDK3,13821,1311,15132,0.0866375892149088
PRRG4,6117,1311,7428,0.17649434571890146
USP13,16969,1309,18278,0.07161615056351898
ATP1B2,4267,1309,5576,0.2347560975609756
TMEM187,6456,1309,7765,0.16857694784288474
C6orf52,10291,1309,11600,0.1128448275862069
EDN3,8223,1308,9531,0.13723638652817122
CKS2,12001,1308,13309,0.09827935983169284
POTEE,14047,1307,15354,0.08512439755112675
ZNF714,6280,1306,7586,0.17215924070656471
ENDOV,15633,1305,16938,0.07704569606801276
HAAO,3386,1305,4691,0.2781922830952889
TFDP2,4397,1304,5701,0.22873180143834415
SGO1,8504,1304,9808,0.132952691680261
METTL2A,9079,1303,10382,0.1255056829127336
MAB21L4,9003,1303,10306,0.1264312051232292
GRAMD1B,6481,1302,7783,0.16728767827315946
ZCCHC24,1489,1302,2791,0.46649946255822283
ACY1,9378,1301,10679,0.12182788650622718
AMACR,5849,1300,7149,0.18184361449153727
GLI4,13986,1300,15286,0.08504513934318984
MED20,7018,1299,8317,0.15618612480461705
GALNT17,4149,1299,5448,0.23843612334801761
PDLIM4,5172,1298,6470,0.20061823802163833
CORO7,5787,1297,7084,0.18308865047995482
LYPLA1,19495,1296,20791,0.06233466403732384
TIMM8A,7081,1296,8377,0.15470932314671124
FBXO41,13111,1295,14406,0.08989310009718172
THSD7A,6274,1295,7569,0.1710926146122341
CXCL2,8086,1295,9381,0.13804498454322567
UGT2B11,13882,1294,15176,0.0852662098049552
